TALHAO;AREA_TALHAO;ESPAC;PARCELA;AREA_PARCELA;COVA;DAP;HT;OBS;hd_not;ht_est_not;AS;IDADE;vcc_est_not;vsc_est_not
2;45;3x3;7;810;66;13;NA;N;24,4;22,77262152;0,013273229;66,06666667;0,148038071;0,128955
2;45;3x3;7;810;67;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;68;10;NA;N;24,4;20,01482088;0,007853982;66,06666667;0,079802587;0,068911888
2;45;3x3;7;810;69;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;70;16,5;NA;N;24,4;24,94895419;0,021382465;66,06666667;0,25370385;0,222964196
2;45;3x3;7;810;71;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;72;13;NA;N;24,4;22,77262152;0,013273229;66,06666667;0,148038071;0,128955
2;45;3x3;7;810;73;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;74;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;75;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;76;13,5;NA;N;24,4;23,13844552;0,014313882;66,06666667;0,161426303;0,140807085
2;45;3x3;7;810;77;17;25,1;D;24,4;25,1;0,022698007;66,06666667;0,270128311;0,23770735
2;45;3x3;7;810;78;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;79;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;80;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;81;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;82;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;83;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;84;13;NA;N;24,4;22,77262152;0,013273229;66,06666667;0,148038071;0,128955
2;45;3x3;7;810;85;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;86;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;87;13;NA;N;24,4;22,77262152;0,013273229;66,06666667;0,148038071;0,128955
2;45;3x3;7;810;88;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;89;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;90;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;8;810;1;15;23,7;D;23,96;23,7;0,017671459;66,06666667;0,201902637;0,17690617
2;45;3x3;8;810;2;16;24,4;N;23,96;24,4;0,020106193;66,06666667;0,234502783;0,205930893
2;45;3x3;8;810;3;14,5;24,5;D;23,96;24,5;0,016512996;66,06666667;0,194734384;0,170131523
2;45;3x3;8;810;4;15,5;24,3;D;23,96;24,3;0,018869191;66,06666667;0,219813696;0,192749074
2;45;3x3;8;810;5;16;24,2;D;23,96;24,2;0,020106193;66,06666667;0,232818047;0,204511205
2;45;3x3;8;810;6;13,5;23,3;N;23,96;23,3;0,014313882;66,06666667;0,16241325;0,141632961
2;45;3x3;8;810;7;14,5;23,1;D;23,96;23,1;0,016512996;66,06666667;0,184950835;0,161922099
2;45;3x3;8;810;8;15,5;23,4;N;23,96;23,4;0,018869191;66,06666667;0,212665056;0,186730763
2;45;3x3;8;810;9;14;22,8;N;23,96;22,8;0,015393804;66,06666667;0,170906611;0,149429868
2;45;3x3;8;810;10;13;22,3;N;23,96;22,3;0,013273229;66,06666667;0,145343069;0,126701751
2;45;3x3;8;810;11;16;23,1;N;23,96;23,1;0,020106193;66,06666667;0,223520687;0,196668956
2;45;3x3;8;810;12;13;23,3;N;23,96;23,3;0,013273229;66,06666667;0,151037142;0,131460524
2;45;3x3;8;810;13;14;22,4;N;23,96;22,4;0,015393804;66,06666667;0,168277059;0,147223284
2;45;3x3;8;810;14;15;23,6;N;23,96;23,6;0,017671459;66,06666667;0,201156137;0,176278563
2;45;3x3;8;810;15;13,5;22,7;N;23,96;22,7;0,014313882;66,06666667;0,158743482;0,138561067
2;45;3x3;8;810;16;15,5;23,1;N;23,96;23,1;0,018869191;66,06666667;0,210274655;0,184716511
2;45;3x3;8;810;17;12;23,5;N;23,96;23,5;0,011309734;66,06666667;0,130451142;0,113048447
2;45;3x3;8;810;18;14;23,3;N;23,96;23,3;0,015393804;66,06666667;0,174185529;0,152179443
2;45;3x3;8;810;19;16;23,5;N;23,96;23,5;0,020106193;66,06666667;0,226907763;0,199527431
2;45;3x3;8;810;20;15;24,5;N;23,96;24,5;0,017671459;66,06666667;0,207860739;0,181911995
2;45;3x3;8;810;21;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;22;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;23;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;24;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;25;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;26;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;27;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;28;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;29;13,5;NA;N;23,96;22,86145001;0,014313882;66,06666667;0,159732125;0,139388922
2;45;3x3;8;810;30;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;31;14,5;NA;N;23,96;23,5241593;0,016512996;66,06666667;0,187922533;0,164417486
2;45;3x3;8;810;32;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;33;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;34;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;35;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;36;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;37;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;38;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;39;12,5;NA;N;23,96;22,116061;0,012271846;66,06666667;0,133803775;0,116444919
2;45;3x3;8;810;40;13;NA;N;23,96;22,50000538;0,013273229;66,06666667;0,146484403;0,127656208
2;45;3x3;8;810;41;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;42;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;43;13,5;NA;N;23,96;22,86145001;0,014313882;66,06666667;0,159732125;0,139388922
2;45;3x3;8;810;44;12;NA;N;23,96;21,70751116;0,011309734;66,06666667;0,121691865;0,105755315
2;45;3x3;8;810;45;13;NA;N;23,96;22,50000538;0,013273229;66,06666667;0,146484403;0,127656208
2;45;3x3;8;810;46;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;47;14,5;NA;N;23,96;23,5241593;0,016512996;66,06666667;0,187922533;0,164417486
2;45;3x3;8;810;48;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;49;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;50;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;51;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;52;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;53;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;54;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;55;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;56;14,5;NA;N;23,96;23,5241593;0,016512996;66,06666667;0,187922533;0,164417486
2;45;3x3;8;810;57;13;NA;N;23,96;22,50000538;0,013273229;66,06666667;0,146484403;0,127656208
2;45;3x3;8;810;58;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;59;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;60;13,5;NA;N;23,96;22,86145001;0,014313882;66,06666667;0,159732125;0,139388922
2;45;3x3;8;810;61;12,5;NA;N;23,96;22,116061;0,012271846;66,06666667;0,133803775;0,116444919
2;45;3x3;8;810;62;14,5;NA;N;23,96;23,5241593;0,016512996;66,06666667;0,187922533;0,164417486
2;45;3x3;8;810;63;14,5;NA;N;23,96;23,5241593;0,016512996;66,06666667;0,187922533;0,164417486
2;45;3x3;8;810;64;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;65;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;66;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;67;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;68;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;69;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;70;13;NA;N;23,96;22,50000538;0,013273229;66,06666667;0,146484403;0,127656208
2;45;3x3;8;810;71;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;72;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;73;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;74;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;75;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;76;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;77;14,5;NA;N;23,96;23,5241593;0,016512996;66,06666667;0,187922533;0,164417486
2;45;3x3;8;810;78;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;79;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;80;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;81;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;82;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;83;16;NA;N;23,96;24,39051369;0,020106193;66,06666667;0,234422912;0,205863597
2;45;3x3;8;810;84;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
2;45;3x3;8;810;85;13;NA;N;23,96;22,50000538;0,013273229;66,06666667;0,146484403;0,127656208
2;45;3x3;8;810;86;13,5;NA;N;23,96;22,86145001;0,014313882;66,06666667;0,159732125;0,139388922
2;45;3x3;8;810;87;15,5;NA;N;23,96;24,11699074;0,018869191;66,06666667;0,218362763;0,19152821
2;45;3x3;8;810;88;14;NA;N;23,96;23,20227422;0,015393804;66,06666667;0,173545351;0,15164278
2;45;3x3;8;810;89;13,5;NA;N;23,96;22,86145001;0,014313882;66,06666667;0,159732125;0,139388922
2;45;3x3;8;810;90;15;NA;N;23,96;23,82861302;0,017671459;66,06666667;0,20286216;0,177712733
4;51;3x3;9;810;1;13;20,5;N;20,72;20,5;0,013273229;65,13333333;0,131907953;0,114819687
4;51;3x3;9;810;2;13;21;N;20,72;21;0,013273229;65,13333333;0,135322731;0,117848194
4;51;3x3;9;810;3;15;21,8;N;20,72;21,8;0,017671459;65,13333333;0,181065919;0,158120522
4;51;3x3;9;810;4;14;21,4;N;20,72;21,4;0,015393804;65,13333333;0,157266663;0,13715313
4;51;3x3;9;810;5;12;18,8;N;20,72;18,8;0,011309734;65,13333333;0,104541994;0,090740647
4;51;3x3;9;810;6;14;21,4;N;20,72;21,4;0,015393804;65,13333333;0,157266663;0,13715313
4;51;3x3;9;810;7;12,5;21;N;20,72;21;0,012271846;65,13333333;0,126307541;0,10993619
4;51;3x3;9;810;8;13;21,3;N;20,72;21,3;0,013273229;65,13333333;0,137373973;0,119668091
4;51;3x3;9;810;9;7,5;17,1;N;20,72;17,1;0,004417865;65,13333333;0,041383648;0,035615671
4;51;3x3;9;810;10;15,5;21;N;20,72;21;0,018869191;65,13333333;0,184351806;0,160945699
4;51;3x3;9;810;11;14;21;N;20,72;21;0,015393804;65,13333333;0,1541507;0,134385567
4;51;3x3;9;810;12;11,5;19,6;N;20,72;19,6;0,010386891;65,13333333;0,101390104;0,088024386
4;51;3x3;9;810;13;12;19;N;20,72;19;0,011309734;65,13333333;0,105721933;0,091784004
4;51;3x3;9;810;15;13,5;21,1;N;20,72;21,1;0,014313882;65,13333333;0,145335029;0,126647009
4;51;3x3;9;810;16;12,5;20,3;N;20,72;20,3;0,012271846;65,13333333;0,121846653;0,105982478
4;51;3x3;9;810;17;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;18;12,5;NA;N;20,72;19,7404488;0,012271846;65,13333333;0,118287487;0,102829898
4;51;3x3;9;810;19;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;20;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;21;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;22;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;23;10;NA;N;20,72;18,1115185;0,007853982;65,13333333;0,072932254;0,063094467
4;51;3x3;9;810;24;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;25;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;26;12;NA;N;20,72;19,45912595;0,011309734;65,13333333;0,108433472;0,094182491
4;51;3x3;9;810;27;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;28;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;29;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;30;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;31;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;32;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;33;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;34;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;35;11,5;NA;N;20,72;19,15788561;0,010386891;65,13333333;0,098966107;0,085881206
4;51;3x3;9;810;36;15;22,3;D;20,72;22,3;0,017671459;65,13333333;0,185473566;0,162042208
4;51;3x3;9;810;37;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;38;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;39;14;22,1;D;20,72;22,1;0,015393804;65,13333333;0,162728061;0,142006335
4;51;3x3;9;810;40;12,5;NA;N;20,72;19,7404488;0,012271846;65,13333333;0,118287487;0,102829898
4;51;3x3;9;810;41;12;NA;N;20,72;19,45912595;0,011309734;65,13333333;0,108433472;0,094182491
4;51;3x3;9;810;42;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;43;16;NA;N;20,72;21,28550267;0,020106193;65,13333333;0,197744653;0,17276172
4;51;3x3;9;810;44;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;45;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;46;15,5;NA;N;20,72;21,10150989;0,018869191;65,13333333;0,185297078;0,161786371
4;51;3x3;9;810;47;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;48;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;49;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;50;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;51;11;NA;N;20,72;18,83457587;0,009503318;65,13333333;0,08989009;0,07792997
4;51;3x3;9;810;52;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;53;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;54;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;55;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;56;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;57;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;58;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;59;12,5;NA;N;20,72;19,7404488;0,012271846;65,13333333;0,118287487;0,102829898
4;51;3x3;9;810;60;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;61;12;NA;N;20,72;19,45912595;0,011309734;65,13333333;0,108433472;0,094182491
4;51;3x3;9;810;62;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;63;15;22,5;D;20,72;22,5;0,017671459;65,13333333;0,18723831;0,163612872
4;51;3x3;9;810;64;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;65;14;13,6;D;20,72;13,6;0,015393804;65,13333333;0,097236345;0,084044137
4;51;3x3;9;810;66;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;67;12;NA;N;20,72;19,45912595;0,011309734;65,13333333;0,108433472;0,094182491
4;51;3x3;9;810;68;12;NA;N;20,72;19,45912595;0,011309734;65,13333333;0,108433472;0,094182491
4;51;3x3;9;810;69;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;70;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;71;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;72;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;73;15,5;NA;N;20,72;21,10150989;0,018869191;65,13333333;0,185297078;0,161786371
4;51;3x3;9;810;74;14,5;23,1;D;20,72;23,1;0,016512996;65,13333333;0,181399537;0,158517295
4;51;3x3;9;810;75;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;76;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;77;15,5;NA;N;20,72;21,10150989;0,018869191;65,13333333;0,185297078;0,161786371
4;51;3x3;9;810;78;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;79;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;80;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;81;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;82;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;83;12;NA;N;20,72;19,45912595;0,011309734;65,13333333;0,108433472;0,094182491
4;51;3x3;9;810;84;13;NA;N;20,72;20,00373997;0,013273229;65,13333333;0,128523705;0,111819698
4;51;3x3;9;810;85;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;9;810;86;15;NA;N;20,72;20,90700362;0,017671459;65,13333333;0,173209216;0,151134491
4;51;3x3;9;810;87;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;88;14,5;NA;N;20,72;20,70106532;0,016512996;65,13333333;0,161484388;0,140808885
4;51;3x3;9;810;89;13,5;NA;N;20,72;20,25065818;0,014313882;65,13333333;0,139137903;0,12114835
4;51;3x3;9;810;90;14;NA;N;20,72;20,48266767;0,015393804;65,13333333;0,15012607;0,130812483
4;51;3x3;10;810;1;15,5;22,2;N;21,68;22,2;0,018869191;65,13333333;0,195543728;0,170904207
4;51;3x3;10;810;2;12,5;21,2;N;21,68;21,2;0,012271846;65,13333333;0,127583751;0,111067784
4;51;3x3;10;810;3;15;21,3;N;21,68;21,3;0,017671459;65,13333333;0,176664395;0,154206059
4;51;3x3;10;810;4;14;21,6;N;21,68;21,6;0,015393804;65,13333333;0,158825973;0,138538476
4;51;3x3;10;810;5;11,5;20,9;N;21,68;20,9;0,010386891;65,13333333;0,10853662;0,094348466
4;51;3x3;10;810;6;16;22,7;N;21,68;22,7;0,020106193;65,13333333;0,211709498;0,185197554
4;51;3x3;10;810;7;14;21,6;N;21,68;21,6;0,015393804;65,13333333;0,158825973;0,138538476
4;51;3x3;10;810;8;13;21,7;N;21,68;21,7;0,013273229;65,13333333;0,140111683;0,122097822
4;51;3x3;10;810;9;14;21,8;N;21,68;21,8;0,015393804;65,13333333;0,160386158;0,139924854
4;51;3x3;10;810;10;13,5;21,6;N;21,68;21,6;0,014313882;65,13333333;0,14899034;0,129892397
4;51;3x3;10;810;11;14;21,5;N;21,68;21,5;0,015393804;65,13333333;0,158046208;0,137845674
4;51;3x3;10;810;12;13;21,6;N;21,68;21,6;0,013273229;65,13333333;0,139426966;0,121490049
4;51;3x3;10;810;13;13;21,6;N;21,68;21,6;0,013273229;65,13333333;0,139426966;0,121490049
4;51;3x3;10;810;14;13;21,5;N;21,68;21,5;0,013273229;65,13333333;0,138742442;0,120882502
4;51;3x3;10;810;15;14;22,2;N;21,68;22,2;0,015393804;65,13333333;0,163509125;0,142700668
4;51;3x3;10;810;16;13,5;NA;N;21,68;21,06692458;0,014313882;65,13333333;0,145093411;0,12643254
4;51;3x3;10;810;17;15,5;NA;N;21,68;21,95207254;0,018869191;65,13333333;0,193228334;0,16884309
4;51;3x3;10;810;18;14,5;NA;N;21,68;21,53548679;0,016512996;65,13333333;0,168396391;0,146950619
4;51;3x3;10;810;19;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;20;15;NA;N;21,68;21,74972607;0,017671459;65,13333333;0,180623076;0,157726602
4;51;3x3;10;810;21;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;22;15,5;22,6;D;21,68;22,6;0,018869191;65,13333333;0,199282626;0,174233455
4;51;3x3;10;810;23;15;20,9;D;21,68;20,9;0,017671459;65,13333333;0,173147676;0,151079794
4;51;3x3;10;810;24;14,5;NA;N;21,68;21,53548679;0,016512996;65,13333333;0,168396391;0,146950619
4;51;3x3;10;810;25;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;26;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;27;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;28;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;29;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;30;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;31;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;32;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;33;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;34;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;35;15;NA;N;21,68;21,74972607;0,017671459;65,13333333;0,180623076;0,157726602
4;51;3x3;10;810;36;12,5;NA;N;21,68;20,5361496;0,012271846;65,13333333;0,123350537;0,107315082
4;51;3x3;10;810;37;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;38;13,5;NA;N;21,68;21,06692458;0,014313882;65,13333333;0,145093411;0,12643254
4;51;3x3;10;810;39;15;NA;N;21,68;21,74972607;0,017671459;65,13333333;0,180623076;0,157726602
4;51;3x3;10;810;40;14,5;NA;N;21,68;21,53548679;0,016512996;65,13333333;0,168396391;0,146950619
4;51;3x3;10;810;41;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;42;12,5;NA;N;21,68;20,5361496;0,012271846;65,13333333;0,123350537;0,107315082
4;51;3x3;10;810;43;16;NA;N;21,68;22,14348172;0,020106193;65,13333333;0,206208701;0,180297157
4;51;3x3;10;810;44;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;45;14;NA;N;21,68;21,30828593;0,015393804;65,13333333;0,156551904;0,136518199
4;51;3x3;10;810;46;13;NA;N;21,68;20,81005354;0,013273229;65,13333333;0,134024894;0,116696995
4;51;3x3;10;810;47;15;NA;N;21,68;21,74972607;0,017671459;65,13333333;0,180623076;0,157726602
