TALHAO;AREA_TALHAO;ESPAC;PARCELA;AREA_PARCELA;COVA;DAP;HT;OBS;AS;IDADE
4;51;3x3;11;810;43;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;44;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;45;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;46;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;47;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;48;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;11;810;49;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;50;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;51;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;11;810;52;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;53;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;11;810;54;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;55;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;56;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;57;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;58;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;59;16;NA;N;0,020106193;65,13333333
4;51;3x3;11;810;60;15;23,2;D;0,017671459;65,13333333
4;51;3x3;11;810;61;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;62;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;63;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;64;16;NA;N;0,020106193;65,13333333
4;51;3x3;11;810;65;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;66;12;NA;N;0,011309734;65,13333333
4;51;3x3;11;810;67;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;68;12;NA;N;0,011309734;65,13333333
4;51;3x3;11;810;69;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;70;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;71;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;72;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;73;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;74;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;75;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;76;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;77;16;22,8;D;0,020106193;65,13333333
4;51;3x3;11;810;78;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;79;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;80;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;81;11;NA;N;0,009503318;65,13333333
4;51;3x3;11;810;82;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;83;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;84;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;11;810;85;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;86;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;11;810;87;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;88;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;89;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;90;15;NA;N;0,017671459;65,13333333
